Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Periodicity 
['P03222', 160.937, 107.898, 2.26e-16, 1.46e-16, 7.11e-17, -0.001, -1.6, -1000.0, 0]
['P06897', 160.882, 106.111, 4.71e-16, 2.74e-16, 1.42e-16, 0.002, -0.04, 500.0, 0]
['P10298', 160.909, 106.222, 3.22e-16, 1.88e-16, 9.56e-17, 0.001, 0.28, 1000.0, 0]
['P08966', 160.996, 106.527, 9.3e-16, 4.58e-16, 1.91e-16, 0.001, -1.06, 1000.0, 0]
['P01865', 160.969, 106.062, 1.24e-17, 1.18e-17, 7.17e-18, 0.001, 0.85, 1000.0, 49.48285247686445]
['P08863', 160.922, 106.066, 3.86e-16, 2.11e-16, 1.24e-16, 0.001, -0.03, 1000.0, 0]
['P02637', 160.923, 106.146, 1.72e-15, 1.02e-15, 4.11e-16, 0.0, 0.02, 'undef', 0]
['P01492', 161.056, 105.447, 2.36e-16, 1.51e-16, 7.11e-17, 0.0, 1.41, 'undef', 0]
['P07199', 161.015, 105.885, 1.04e-15, 5.01e-16, 2.42e-16, 0.001, 1.22, 1000.0, 0]
['P05389', 160.871, 105.688, 8.28e-17, 5.46e-17, 3.07e-17, -0.0, 1.31, 'undef', 0]
['P05709', 161.064, 106.522, 4.01e-16, 2.05e-16, 1.2e-16, 0.002, -1.26, 500.0, 0]
['P04098', 160.973, 106.593, 3.26e-16, 1.98e-16, 1.05e-16, -0.0, -1.68, 'undef', 0]
['P02580', 160.917, 105.704, 8.75e-16, 5.96e-16, 2.68e-16, -0.0, 1.37, 'undef', 0]
['P08478', 161.003, 105.67, 2.1e-15, 1.22e-15, 5.1e-16, 0.001, 1.12, 1000.0, 0]
['P05524', 160.907, 105.969, 1.57e-17, 1.29e-17, 9.23e-18, 0.002, 0.76, 500.0, 49.80821917808219]
['P07314', 161.007, 105.933, 1.89e-17, 1.67e-17, 1.12e-17, 0.0, -0.23, 'undef', 51.38496325607689]
['P05646', 161.131, 106.099, 4.85e-16, 2.64e-16, 1.43e-16, -0.001, 0.13, -1000.0, 0]
['P08335', 161.149, 106.013, 9.55e-16, 5.16e-16, 2.78e-16, 0.001, 0.34, 1000.0, 0]
['P03504', 161.141, 106.049, 6.28e-16, 3.7e-16, 1.88e-16, 0.0, 0.25, 'undef', 0]
['P02363', 161.132, 105.987, 1.09e-15, 6.57e-16, 2.83e-16, 0.0, 0.45, 'undef', 0]
['P07372', 161.036, 105.896, 2.57e-16, 1.32e-16, 7.42e-17, 0.001, 0.8, 1000.0, 0]
['P01614', 161.091, 105.998, 3.28e-17, 2.42e-17, 1.41e-17, 0.001, 0.09, 1000.0, 0]
['P08213', 160.955, 105.837, 1.99e-15, 1.01e-15, 4.78e-16, 0.001, 0.41, 1000.0, 0]
['P03659', 161.186, 106.111, 5.16e-16, 2.79e-16, 1.48e-16, 0.001, -0.52, 1000.0, 0]
['P01821', 161.087, 105.977, 2.78e-17, 2.75e-17, 1.52e-17, 0.002, -0.3, 500.0, 0]
['P03881', 161.083, 106.018, 7.79e-17, 5.7e-17, 3.31e-17, 0.001, 0.17, 1000.0, 0]
['P06461', 161.164, 106.227, 2.63e-16, 1.81e-16, 8.4e-17, 0.0, -1.33, 'undef', 0]
['P09814', 161.187, 106.073, 7.21e-14, 7.51e-14, 6.81e-14, 0.001, 0.1, 1000.0, 18.996865203761754]
['P09448', 161.145, 106.019, 5.86e-16, 3.81e-16, 1.5e-16, 0.001, 0.0, 1000.0, 0]
['P07146', 161.309, 105.962, 6.13e-16, 3.09e-16, 1.66e-16, 0.0, 0.05, 'undef', 0]
['P08178', 161.14, 105.828, 6.93e-17, 5e-17, 2.99e-17, 0.002, 0.31, 500.0, 0]
['P09118', 161.202, 106.02, 1.66e-15, 7.92e-16, 4.08e-16, -0.0, -1.0, 'undef', 0]
['P09549', 161.089, 106.019, 4.26e-15, 2.31e-15, 1.04e-15, -0.0, -0.21, 'undef', 0]
['P06310', 161.236, 106.203, 5.95e-17, 4.16e-17, 2.41e-17, 0.001, -0.91, 1000.0, 0]
['P08387', 161.144, 105.908, 1.57e-17, 1.14e-17, 8.02e-18, -0.001, 0.17, -1000.0, 49.699289229086936]
['P06350', 161.251, 106.383, 1.24e-13, 1.01e-13, 6.21e-14, 0.0, -1.19, 'undef', 0]
['P07321', 161.201, 106.515, 9.45e-14, 5.93e-14, 3.79e-14, 0.002, -1.78, 500.0, 0]
['P03049', 161.227, 106.009, 5.57e-14, 3.16e-14, 1.54e-14, 0.001, 0.15, 1000.0, 0]
['P06187', 161.126, 106.073, 1.7e-15, 9.06e-16, 4.39e-16, 0.002, -0.99, 500.0, 0]
['P04051', 161.163, 105.942, 4.21e-15, 1.81e-15, 9.07e-16, 0.001, -0.78, 1000.0, 0]
['P08308', 161.281, 106.026, 5.04e-14, 2.56e-14, 1.04e-14, -0.0, -0.6, 'undef', 0]
['P01334', 161.322, 105.892, 8.4e-16, 4.95e-16, 2.79e-16, -0.001, -0.18, -1000.0, 0]
['P00510', 161.235, 106.136, 6.19e-16, 3.35e-16, 1.69e-16, 0.001, -0.87, 1000.0, 0]
['P05753', 161.252, 106.045, 2.98e-15, 1.61e-15, 6.64e-16, -0.0, -0.94, 'undef', 0]
['P03887', 161.175, 105.886, 1.64e-17, 1.29e-17, 8.63e-18, 0.001, 0.24, 1000.0, 49.48285247686445]
['P09498', 161.297, 107.44, 1.01e-13, 6.06e-14, 3.17e-14, 0.001, -2.01, 1000.0, 0]
['P07563', 161.365, 105.996, 2.49e-16, 1.37e-16, 8.54e-17, 0.001, -1.24, 1000.0, 0]
['P03647', 161.263, 106.214, 5.22e-14, 3.21e-14, 1.35e-14, 0.002, -1.66, 500.0, 0]
['P10214', 161.301, 106.268, 4.83e-16, 2.8e-16, 1.56e-16, -0.0, -1.59, 'undef', 0]
['P09073', 161.472, 105.84, 1.61e-15, 8.56e-16, 4.1e-16, -0.0, -0.84, 'undef', 0]
['P00913', 161.255, 105.746, 5.9e-15, 3.17e-15, 1.31e-15, 0.0, 0.44, 'undef', 0]
['P02078', 161.372, 106.175, 1.03e-16, 7.34e-17, 3.75e-17, -0.002, -1.75, -500.0, 0]
['P03238', 161.132, 105.668, 5.08e-16, 3.45e-16, 1.37e-16, 0.001, 0.13, 1000.0, 0]
['P08354', 161.365, 106.593, 8.2e-17, 6.27e-17, 2.81e-17, 0.003, -2.08, 333.3333333333333, 0]
['P05258', 161.364, 105.262, 3.36e-16, 1.97e-16, 9.66e-17, -0.0, 0.5, 'undef', 0]
['P05990', 161.328, 107.076, 3.35e-16, 1.82e-16, 9.83e-17, -0.001, -2.17, -1000.0, 0]
['P03418', 161.475, 105.777, 9.74e-16, 5.76e-16, 2.89e-16, 0.001, -0.35, 1000.0, 0]
['P03434', 161.499, 105.65, 1.19e-16, 8.54e-17, 4.48e-17, 0.001, -0.07, 1000.0, 0]
['P04502', 161.574, 107.25, 1.34e-15, 6.41e-16, 3.04e-16, 0.002, -2.24, 500.0, 0]
['P03903', 161.553, 105.967, 1.4e-15, 7.86e-16, 3.22e-16, 0.001, -1.23, 1000.0, 0]
['P07059', 161.456, 106.248, 4.88e-14, 7.4e-14, 7.48e-14, 0.0, -1.75, 'undef', 19.50225273546449]
['P06597', 161.584, 106.077, 1.12e-13, 7.21e-14, 3.93e-14, -0.001, -0.94, -1000.0, 0]
['P01431', 161.544, 105.573, 9.18e-14, 6.76e-14, 3.16e-14, -0.0, 0.6, 'undef', 0]
['P07037', 161.41, 105.863, 4.1e-16, 2.13e-16, 1.25e-16, 0.001, -1.07, 1000.0, 0]
['P02795', 161.514, 106.466, 9.74e-17, 6.59e-17, 3.75e-17, 0.001, -2.3, 1000.0, 0]
['P00193', 161.397, 106.763, 5.62e-14, 3.32e-14, 1.47e-14, 0.002, -2.35, 500.0, 0]
['P07514', 161.417, 106.894, 1.74e-16, 1.14e-16, 5.95e-17, -0.001, -2.35, -1000.0, 0]
['P01156', 161.551, 106.341, 3.01e-16, 1.55e-16, 8.71e-17, -0.001, -2.09, -1000.0, 0]
['P02829', 161.543, 105.987, 1.73e-15, 6.69e-16, 3.67e-16, 0.001, -0.97, 1000.0, 0]
['P04083', 161.661, 106.369, 5.14e-15, 2.75e-15, 1.04e-15, -0.0, -2.12, 'undef', 0]
['P09189', 161.563, 105.363, 3.55e-15, 1.6e-15, 7.32e-16, -0.001, 0.14, -1000.0, 0]
['P01093', 161.695, 105.478, 1.14e-13, 7.78e-14, 4.6e-14, -0.0, -0.12, 'undef', 0]
['P08133', 161.682, 106.136, 2.07e-14, 4.11e-14, 4.94e-14, 0.0, -1.68, 'undef', 0]
['P06094', 161.821, 105.438, 5.83e-17, 4.31e-17, 2.24e-17, 0.0, -0.33, 'undef', 0]
['P01896', 161.886, 106.011, 4.35e-17, 3.09e-17, 1.73e-17, 0.001, -1.81, 1000.0, 0]
['P05858', 161.791, 105.933, 3.44e-16, 2.25e-16, 1.05e-16, -0.0, -1.49, 'undef', 0]
['P01352', 161.72, 106.155, 1.65e-17, 1.37e-17, 8.78e-18, 0.001, -1.82, 1000.0, 50.92436974789916]
['P01107', 161.813, 107.687, 1.76e-15, 1.04e-15, 5e-16, 0.0, -2.69, 'undef', 0]
['P07624', 161.722, 106.481, 6.76e-14, 3.44e-14, 1.51e-14, 0.002, -2.5, 500.0, 0]
['P06089', 161.87, 106.156, 3.57e-16, 2.37e-16, 1.2e-16, -0.001, -2.3, -1000.0, 0]
['P04837', 161.894, 106.884, 4.59e-17, 3.67e-17, 2.42e-17, -0.0, -2.8, 'undef', 0]
['P08588', 161.92, 106.326, 1.08e-13, 9.37e-14, 5.08e-14, 0.001, -1.97, 1000.0, 0]
['P00366', 161.995, 105.902, 6.26e-17, 4.66e-17, 2.77e-17, 0.001, -1.34, 1000.0, 0]
['P00176', 162.003, 106.554, 1.52e-17, 1.3e-17, 7.22e-18, -0.0, -2.63, 'undef', 49.48285247686445]
['P07412', 162.057, 106.325, 7.69e-16, 4.26e-16, 1.8e-16, 0.002, -2.33, 500.0, 0]
['P04402', 162.338, 106.82, 4.64e-17, 2.8e-17, 2.17e-17, 0.001, -2.95, 1000.0, 0]
['P00572', 162.622, 105.197, 1.55e-16, 1.11e-16, 6.03e-17, -0.0, -0.93, 'undef', 0]
['P01505', 162.713, 107.305, 3.43e-15, 1.87e-15, 8.22e-16, 0.002, -2.99, 500.0, 0]
['P10308', 168.603, 47.548, 7.84e-14, 5.42e-14, 2.8e-14, 0.014, -0.97, 71.42857142857143, 0]
['P07189', 165.056, 60.86, 7.35e-13, 3.54e-13, 1.74e-13, 0.005, -2.53, 200.0, 0]
['P02486', 166.301, 66.776, 1.31e-12, 8.19e-13, 4.33e-13, 0.002, -1.74, 500.0, 0]
['P08813', 166.405, 64.306, 5.44e-14, 2.68e-14, 1.19e-14, 0.003, -2.18, 333.3333333333333, 0]
['P10044', 168.009, 66.803, 1.03e-15, 7.78e-16, 4.28e-16, 0.002, -2.15, 500.0, 0]
['P04222', 172.879, 111.975, 1.11e-17, 1.66e-17, 1.75e-17, 0.002, 0.48, 500.0, 0]
['P01539', 177.079, 116.712, 1.28e-13, 5.44e-14, 2.88e-14, 0.002, 0.95, 500.0, 0]
['P03218', 177.353, 118.901, 2.8e-12, 1.38e-12, 5.36e-13, 0.005, 1.34, 200.0, 0]
['P05946', 169.199, 132.49, 2.49e-13, 1.48e-13, 5.84e-14, 0.006, 2.45, 166.66666666666666, 0]
['P06186', 174.674, 125.608, 3.43e-15, 2.24e-15, 1.49e-15, 0.008, 1.43, 125.0, 0]
['P09241', 175.299, 122.099, 7.25e-12, 7.42e-12, 5.29e-12, 0.005, 1.61, 200.0, 0]
['P05657', 176.053, 121.212, 1.05e-17, 1.31e-17, 1.61e-17, 0.005, 1.67, 200.0, 0]
['P03862', 176.411, 122.809, 1.37e-14, 8.83e-15, 4.62e-15, 0.004, 1.54, 250.0, 0]
['P02254', 177.928, 125.21, 2.32e-16, 2.29e-16, 2.07e-16, 0.004, 0.98, 250.0, 0]
['P08552', 178.523, 125.531, 1.43e-14, 9.83e-15, 5.47e-15, 0.005, 0.81, 200.0, 0]
['P05744', 179.633, 122.74, 1.21e-15, 1.16e-15, 8.04e-16, 0.005, 1.22, 200.0, 50.360110803324105]
['P02675', 181.443, 50.62, 2.61e-12, 1.35e-12, 5.85e-13, 0.013, -1.22, 76.92307692307692, 0]
['P08024', 186.394, 56.07, 1.94e-14, 1.43e-14, 9.18e-15, 0.014, -1.35, 71.42857142857143, 0]
['P06577', 186.931, 45.496, 2.6e-15, 2.89e-15, 2.3e-15, 0.015, -0.75, 66.66666666666667, 0]
['P02101', 184.025, 77.961, 5.33e-16, 5.18e-16, 5.68e-16, 0.01, -1.29, 100.0, 0]
['P02248', 187.391, 89.657, 6.7e-16, 6.41e-16, 4.79e-16, 0.004, 1.63, 250.0, 50.027517886626306]
['P08869', 188.81, 83.046, 8.69e-17, 5.25e-17, 2.85e-17, 0.01, -1.39, 100.0, 0]
['P06621', 181.386, 118.912, 5.53e-14, 3.12e-14, 1.47e-14, 0.004, 0.74, 250.0, 0]
['P03288', 181.855, 117.649, 4.77e-14, 2.71e-14, 1.33e-14, 0.005, 0.23, 200.0, 0]
['P00126', 182.705, 118.877, 2.58e-12, 1.27e-12, 5.15e-13, 0.004, 0.48, 250.0, 0]
['P00903', 182.892, 117.287, 1.09e-14, 6.01e-15, 3.4e-15, 0.005, -0.03, 200.0, 0]
['P03677', 183.252, 116.557, 4.95e-17, 5.68e-17, 4.71e-17, 0.004, -0.2, 250.0, 0]
['P02478', 183.65, 115.238, 4.18e-12, 4.03e-12, 2.99e-12, 0.004, -0.46, 250.0, 0]
['P01892', 184.586, 119.609, 1.3e-16, 1.45e-16, 1.14e-16, 0.004, 0.06, 250.0, 0]
['P00031', 185.111, 119.05, 7.17e-17, 8.04e-17, 8.29e-17, 0.004, -0.32, 250.0, 0]
['P09292', 185.545, 118.822, 1.55e-12, 2.99e-12, 4.14e-12, 0.005, -0.25, 200.0, 0]
['P02790', 187.414, 119.59, 3e-15, 2.2e-15, 1.23e-15, 0.005, -1.11, 200.0, 0]
['P09677', 187.624, 119.774, 4.43e-15, 2.94e-15, 1.81e-15, 0.005, -1.17, 200.0, 0]
['P08682', 189.394, 119.959, 1.99e-13, 9.18e-14, 4.28e-14, 0.004, -1.8, 250.0, 0]
['P05023', 190.755, 119.299, 4.82e-16, 4.3e-16, 3.08e-16, 0.005, -2.0, 200.0, 49.16170903190913]
['P02565', 191.516, 119.133, 1.73e-13, 8.95e-14, 4.41e-14, 0.002, -2.33, 500.0, 0]
['P00421', 193.919, 119.861, 7.67e-15, 5.47e-15, 2.86e-15, 0.003, -3.17, 333.3333333333333, 0]
['P00311', 181.964, 122.397, 1.03e-14, 4.71e-15, 2.83e-15, 0.004, 0.87, 250.0, 0]
['P04197', 182.114, 121.694, 1.4e-12, 3.39e-12, 4.1e-12, 0.007, 0.94, 142.85714285714286, 0]
['P09739', 182.655, 122.362, 4.52e-16, 4.04e-16, 2.8e-16, 0.005, 0.8, 200.0, 0]
['P01509', 182.794, 126.556, 4.91e-13, 2.84e-13, 1.15e-13, 0.006, -0.09, 166.66666666666666, 0]
['P03118', 183.772, 126.408, 1.29e-15, 1.15e-15, 6.78e-16, 0.003, -0.16, 333.3333333333333, 49.80821917808219]
['P01140', 183.956, 123.075, 1.88e-13, 9.93e-14, 4.88e-14, 0.006, 0.08, 166.66666666666666, 0]
['P04212', 184.097, 122.157, 3.8e-14, 2.42e-14, 1.11e-14, 0.006, 0.65, 166.66666666666666, 0]
['P02316', 184.11, 123.754, 7.08e-16, 5.26e-16, 3.92e-16, 0.005, -0.12, 200.0, 48.949919224555735]
['P00966', 184.957, 121.28, 2.28e-16, 2.39e-16, 2.08e-16, 0.003, 0.37, 333.3333333333333, 0]
['P00114', 185.508, 122.416, 2.15e-17, 3.06e-17, 3.51e-17, 0.005, -0.11, 200.0, 0]
['P06408', 185.938, 120.294, 2.73e-17, 4.78e-17, 4.23e-17, 0.004, -0.37, 250.0, 0]
['P02467', 186.05, 124.989, 1.78e-16, 2.15e-16, 1.68e-16, 0.006, -0.66, 166.66666666666666, 0]
['P04709', 186.356, 121.728, 5.07e-15, 2.69e-15, 1.62e-15, 0.003, -0.39, 333.3333333333333, 0]
['P05300', 186.551, 121.503, 3.86e-15, 2.29e-15, 1.35e-15, 0.002, -0.25, 500.0, 0]
['P00799', 186.618, 121.137, 1.79e-15, 1.46e-15, 8.36e-16, 0.005, -0.48, 200.0, 0]
['P04978', 186.792, 122.563, 1.06e-17, 1.62e-17, 2.54e-17, 0.003, -0.78, 333.3333333333333, 0]
['P05457', 187.011, 121.636, 4.17e-16, 3.72e-16, 2.58e-16, 0.004, -0.89, 250.0, 0]
['P01656', 187.026, 121.682, 1.75e-13, 8.67e-14, 4.15e-14, 0.004, -0.76, 250.0, 0]
['P07319', 186.977, 122.374, 7.11e-16, 5.88e-16, 4.01e-16, 0.006, -0.88, 166.66666666666666, 49.05558553696708]
['P08371', 187.066, 121.675, 4.89e-12, 2.58e-12, 1.33e-12, 0.004, -0.98, 250.0, 0]
['P02878', 187.213, 120.442, 6.59e-16, 5.94e-16, 4.66e-16, 0.004, -0.79, 250.0, 49.16170903190913]
['P00899', 187.082, 121.803, 1.23e-15, 9.23e-16, 6.55e-16, 0.005, -1.2, 200.0, 50.13789299503585]
['P02786', 187.3, 121.333, 7.61e-16, 7.03e-16, 4.96e-16, 0.006, -1.15, 166.66666666666666, 50.24875621890547]
['P08519', 187.244, 128.607, 1.62e-13, 7.27e-14, 2.67e-14, 0.004, 1.56, 250.0, 0]
['P06081', 187.225, 121.965, 1.91e-14, 1.08e-14, 5.9e-15, 0.006, -1.06, 166.66666666666666, 0]
['P03110', 187.16, 124.044, 2.11e-14, 1.14e-14, 6.71e-15, 0.005, -0.99, 200.0, 0]
['P01995', 187.499, 121.482, 7.58e-14, 4.14e-14, 1.61e-14, 0.008, -1.22, 125.0, 0]
['P03906', 187.494, 120.169, 3.28e-17, 4.44e-17, 4.88e-17, 0.004, -1.21, 250.0, 0]
['P05876', 187.721, 121.39, 1.61e-14, 9.6e-15, 5.93e-15, 0.006, -1.53, 166.66666666666666, 0]
['P08013', 187.942, 120.836, 7.01e-16, 7.17e-16, 4.54e-16, 0.003, -1.67, 333.3333333333333, 49.05558553696708]
['P02364', 187.908, 121.497, 2.84e-15, 1.85e-15, 1.3e-15, 0.004, -1.83, 250.0, 0]
['P08748', 188.441, 121.71, 1.78e-16, 9.2e-17, 4.07e-17, 0.005, -2.03, 200.0, 0]
['P06607', 188.476, 121.148, 2.91e-14, 1.49e-14, 6.73e-15, 0.004, -1.82, 250.0, 0]
['P00460', 188.614, 120.851, 1.56e-13, 6.77e-14, 3.35e-14, 0.003, -2.14, 333.3333333333333, 0]
['P01346', 188.838, 122.414, 1.93e-15, 2.01e-15, 9.88e-16, 0.003, -1.92, 333.3333333333333, 0]
['P02810', 188.939, 120.68, 2.56e-14, 1.52e-14, 7.74e-15, 0.006, -2.14, 166.66666666666666, 0]
['P03783', 189.161, 123.817, 3.61e-14, 1.85e-14, 1.06e-14, 0.004, -1.78, 250.0, 0]
['P04696', 189.083, 122.499, 7.53e-12, 5.01e-12, 2.85e-12, 0.005, -2.09, 200.0, 0]
['P08301', 189.223, 123.091, 2.16e-13, 1.06e-13, 5.39e-14, 0.004, -2.15, 250.0, 0]
['P06107', 189.953, 120.84, 1.16e-15, 9.14e-16, 5.61e-16, 0.004, -2.37, 250.0, 50.13789299503585]
['P05897', 190.121, 123.031, 2.6e-14, 1.37e-14, 7.1e-15, 0.004, -2.44, 250.0, 0]
['P09749', 190.694, 125.729, 4.66e-14, 2.43e-14, 1.33e-14, 0.005, -1.92, 200.0, 0]
['P00223', 190.924, 122.297, 1.12e-17, 1.75e-17, 2.25e-17, 0.004, -2.73, 250.0, 0]
['P07107', 190.876, 123.931, 8.96e-15, 4.59e-15, 2.9e-15, 0.004, -2.39, 250.0, 0]
['P05628', 191.17, 124.456, 5.6e-15, 3.43e-15, 1.76e-15, 0.006, -2.36, 166.66666666666666, 0]
['P07341', 191.604, 123.588, 1.45e-15, 1.24e-15, 8.31e-16, 0.006, -2.57, 166.66666666666666, 51.38496325607689]
['P01726', 192.049, 121.494, 1.54e-17, 2.2e-17, 2.65e-17, 0.003, -2.77, 333.3333333333333, 0]
['P02366', 192.228, 126.073, 1.9e-15, 1.58e-15, 9.61e-16, 0.005, -2.22, 200.0, 50.471960022209885]
['P09525', 192.622, 125.197, 1.54e-13, 7.9e-14, 3.49e-14, 0.004, -2.45, 250.0, 0]
['P01598', 193.508, 120.148, 1.03e-15, 8.71e-16, 5.84e-16, 0.004, -2.81, 250.0, 51.03874227961819]
['P00161', 193.807, 134.04, 3.5e-12, 2.38e-12, 1.64e-12, 0.003, 1.33, 333.3333333333333, 0]
['P04282', 194.027, 123.279, 1.84e-16, 2.02e-16, 1.81e-16, 0.006, -3.16, 166.66666666666666, 0]
['P10174', 194.123, 132.273, 5.03e-15, 3.27e-15, 1.93e-15, 0.003, 1.16, 333.3333333333333, 0]
['P10135', 194.376, 120.971, 2.58e-15, 2.1e-15, 1.51e-15, 0.005, -2.87, 200.0, 0]
['P02095', 194.81, 132.714, 1.47e-16, 1.53e-16, 1.3e-16, 0.004, 1.03, 250.0, 0]
['P09352', 203.256, 69.758, 2.34e-13, 1.26e-13, 6.9e-14, 0.011, -1.77, 90.90909090909092, 0]
['P01836', 205.074, 63.02, 1.9e-11, 9.77e-12, 4.7e-12, 0.011, -1.75, 90.90909090909092, 0]
['P03952', 196.381, 86.966, 2.33e-13, 1.05e-13, 5.93e-14, 0.007, 1.9, 142.85714285714286, 0]
['P10296', 200.566, 89.103, 4.17e-16, 4.02e-16, 3.25e-16, 0.004, 1.65, 250.0, 0]
['P08737', 207.29, 89.514, 5.78e-14, 2.97e-14, 1.62e-14, 0.008, 0.86, 125.0, 0]
['P08946', 204.817, 90.081, 4.15e-14, 2.48e-14, 9.58e-15, 0.006, 0.01, 166.66666666666666, 0]
['P10147', 207.399, 92.15, 1.62e-15, 1.28e-15, 8.12e-16, 0.006, 1.16, 166.66666666666666, 51.15362971299943]
['P02418', 196.87, 119.9, 6.53e-15, 3.16e-15, 2.35e-15, 0.004, -3.11, 250.0, 0]
['P00113', 200.413, 119.742, 7.76e-14, 4.35e-14, 2.13e-14, 0.004, -3.54, 250.0, 0]
['P00588', 202.691, 118.448, 2.45e-14, 1.28e-14, 6.27e-15, 0.003, -3.31, 333.3333333333333, 0]
['P02303', 204.876, 118.824, 2.09e-14, 1.45e-14, 6.32e-15, 0.006, 1.14, 166.66666666666666, 0]
['P02788', 206.22, 119.511, 2.48e-12, 1.21e-12, 5.81e-13, 0.004, -3.54, 250.0, 0]
['P01682', 195.275, 123.176, 3.77e-14, 2.43e-14, 1.04e-14, 0.004, -3.25, 250.0, 0]
['P03091', 195.537, 123.575, 5.75e-15, 4.25e-15, 2.51e-15, 0.006, -3.27, 166.66666666666666, 0]
['P09756', 195.463, 131.699, 3.18e-16, 2.56e-16, 2.04e-16, 0.002, 0.7, 500.0, 49.59083469721767]
['P08633', 196.302, 133.872, 1.02e-15, 6.42e-16, 4.98e-16, 0.004, 0.87, 250.0, 49.9176276771005]
['P04739', 196.302, 121.473, 1.27e-13, 8.35e-14, 2.8e-14, 0.006, -3.36, 166.66666666666666, 0]
['P05362', 196.796, 123.626, 6.7e-15, 4.84e-15, 2.75e-15, 0.005, -3.41, 200.0, 0]
['P02288', 197.078, 120.536, 2.05e-14, 9.86e-15, 5.37e-15, 0.004, -3.29, 250.0, 0]
['P05108', 199.847, 131.536, 5.59e-14, 3.07e-14, 1.62e-14, 0.004, -0.08, 250.0, 0]
['P05975', 200.394, 128.503, 1.88e-13, 1e-13, 3.59e-14, 0.005, -3.27, 200.0, 0]
['P07578', 201.75, 123.004, 3.55e-15, 2.75e-15, 1.31e-15, 0.005, -3.74, 200.0, 0]
['P10348', 201.87, 125.356, 7.09e-14, 3.78e-14, 1.97e-14, 0.005, -3.76, 200.0, 0]
['P08707', 202.109, 133.669, 1.2e-17, 1.95e-17, 2.25e-17, 0.003, -0.48, 333.3333333333333, 0]
['P10357', 206.208, 127.095, 2.65e-14, 1.28e-14, 9.12e-15, 0.006, -3.86, 166.66666666666666, 0]
['P02999', 209.137, 124.261, 3e-13, 1.27e-13, 6.42e-14, 0.006, 1.89, 166.66666666666666, 0]
['P01813', 209.393, 131.728, 5.63e-17, 6.76e-17, 8.31e-17, 0.004, -3.64, 250.0, 0]
['P08111', 214.625, 49.375, 1.81e-14, 1.24e-14, 7.68e-15, 0.007, -1.36, 142.85714285714286, 0]
['P10436', 218.926, 46.574, 1.39e-15, 9.88e-16, 5.51e-16, 0.002, 0.2, 500.0, 0]
['P08893', 211.837, 89.11, 6.47e-15, 4.6e-15, 2.87e-15, 0.007, 0.18, 142.85714285714286, 0]
['P04316', 221.235, 89.495, 1.26e-13, 7.45e-14, 2.75e-14, 0.005, -0.81, 200.0, 0]
['P09943', 210.082, 92.119, 1.18e-15, 1.03e-15, 7.12e-16, 0.007, 0.33, 142.85714285714286, 49.26829268292683]
['P09632', 211.076, 93.546, 2.6e-14, 1.8e-14, 8.23e-15, 0.006, -0.17, 166.66666666666666, 0]
['P09419', 213.326, 92.277, 4.59e-16, 4.31e-16, 4.34e-16, 0.01, -0.51, 100.0, 0]
['P01637', 213.776, 91.747, 6.88e-15, 4e-15, 2.67e-15, 0.005, 0.29, 200.0, 0]
['P05574', 214.2, 93.655, 5.77e-12, 4.22e-12, 2.35e-12, 0.004, -0.2, 250.0, 0]
['P03576', 215.361, 93.286, 5.51e-15, 3.77e-15, 2.34e-15, 0.005, 0.36, 200.0, 0]
['P06943', 216.214, 95.404, 2.51e-14, 1.66e-14, 8.35e-15, 0.007, 0.45, 142.85714285714286, 0]
['P06213', 216.301, 95.298, 3.33e-13, 1.9e-13, 7.49e-14, 0.006, -0.84, 166.66666666666666, 0]
['P00827', 216.156, 92.426, 4.07e-13, 2.2e-13, 8.12e-14, 0.006, 0.46, 166.66666666666666, 0]
['P06128', 216.435, 93.673, 4.26e-17, 2.11e-17, 9.5e-18, 0.005, 0.46, 200.0, 0]
['P07502', 216.911, 96.881, 3.66e-16, 3.14e-16, 2.66e-16, 0.004, 0.36, 250.0, 0]
['P04108', 217.296, 96.957, 2.84e-17, 4.13e-17, 4.38e-17, 0.007, -0.04, 142.85714285714286, 0]
['P04371', 217.189, 92.592, 3.33e-12, 1.91e-12, 8.6e-13, 0.006, 0.3, 166.66666666666666, 0]
['P06137', 217.312, 93.415, 5.46e-13, 3.1e-13, 1.21e-13, 0.006, -0.16, 166.66666666666666, 0]
['P06989', 217.812, 92.867, 5.63e-14, 2.88e-14, 1.59e-14, 0.005, 0.21, 200.0, 0]
['P03658', 218.211, 93.945, 1.49e-13, 6.97e-14, 3.24e-14, 0.007, 0.15, 142.85714285714286, 0]
['P01851', 218.111, 93.311, 8.22e-16, 6.93e-16, 4.97e-16, 0.004, 0.07, 250.0, 48.531767218366255]
['P01080', 218.492, 95.917, 8.2e-17, 4.44e-17, 1.91e-17, 0.006, 0.05, 166.66666666666666, 0]
['P08536', 218.45, 95.522, 4.25e-12, 1.88e-12, 9.47e-13, 0.004, -0.91, 250.0, 0]
['P08793', 218.429, 96.429, 2.06e-14, 1.11e-14, 7.18e-15, 0.006, -0.02, 166.66666666666666, 0]
['P00354', 218.648, 96.703, 4.23e-17, 5.32e-17, 5.69e-17, 0.007, -0.02, 142.85714285714286, 0]
['P03829', 218.771, 94.951, 3.58e-13, 1.74e-13, 7.42e-14, 0.005, -0.89, 200.0, 0]
