Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P06310 161.236 106.203 5.95e-17 4.16e-17 2.41e-17 0.001 -0.91 undef 0 BackB05
P08387 161.144 105.908 1.57e-17 1.14e-17 8.02e-18 -0.001 0.17 undef 49.699289229086936 BackB05
P06350 161.251 106.383 1.24e-13 1.01e-13 6.21e-14 0.0 -1.19 undef 0 BackB05
P07321 161.201 106.515 9.45e-14 5.93e-14 3.79e-14 0.002 -1.78 undef 0 BackB05
P03049 161.227 106.009 5.57e-14 3.16e-14 1.54e-14 0.001 0.15 undef 0 BackB05
P06187 161.126 106.073 1.70e-15 9.06e-16 4.39e-16 0.002 -0.99 undef 0 BackB05
P04051 161.163 105.942 4.21e-15 1.81e-15 9.07e-16 0.001 -0.78 undef 0 BackB05
P08308 161.281 106.026 5.04e-14 2.56e-14 1.04e-14 -0.0 -0.60 undef 0 BackB05
P01334 161.322 105.892 8.40e-16 4.95e-16 2.79e-16 -0.001 -0.18 undef 0 BackB05
P00510 161.235 106.136 6.19e-16 3.35e-16 1.69e-16 0.001 -0.87 undef 0 BackB05
P05753 161.252 106.045 2.98e-15 1.61e-15 6.64e-16 -0.0 -0.94 undef 0 BackB05
P03887 161.175 105.886 1.64e-17 1.29e-17 8.63e-18 0.001 0.24 undef 49.48285247686445 BackB05
P09498 161.297 107.44 1.01e-13 6.06e-14 3.17e-14 0.001 -2.01 undef 0 BackB05
P07563 161.365 105.996 2.49e-16 1.37e-16 8.54e-17 0.001 -1.24 undef 0 BackB05
P03647 161.263 106.214 5.22e-14 3.21e-14 1.35e-14 0.002 -1.66 undef 0 BackB05
P10214 161.301 106.268 4.83e-16 2.80e-16 1.56e-16 -0.0 -1.59 undef 0 BackB05
P09073 161.472 105.84 1.61e-15 8.56e-16 4.10e-16 -0.0 -0.84 undef 0 BackB05
P00913 161.255 105.746 5.90e-15 3.17e-15 1.31e-15 0.0 0.44 undef 0 BackB05
P02078 161.372 106.175 1.03e-16 7.34e-17 3.75e-17 -0.002 -1.75 undef 0 BackB05
P03238 161.132 105.668 5.08e-16 3.45e-16 1.37e-16 0.001 0.13 undef 0 BackB05
P08354 161.365 106.593 8.20e-17 6.27e-17 2.81e-17 0.003 -2.08 undef 0 BackB05
P05258 161.364 105.262 3.36e-16 1.97e-16 9.66e-17 -0.0 0.50 undef 0 BackB05
P05990 161.328 107.076 3.35e-16 1.82e-16 9.83e-17 -0.001 -2.17 undef 0 BackB05
P03418 161.475 105.777 9.74e-16 5.76e-16 2.89e-16 0.001 -0.35 undef 0 BackB05
P03434 161.499 105.65 1.19e-16 8.54e-17 4.48e-17 0.001 -0.07 undef 0 BackB05
P04502 161.574 107.25 1.34e-15 6.41e-16 3.04e-16 0.002 -2.24 undef 0 BackB05
P03903 161.553 105.967 1.40e-15 7.86e-16 3.22e-16 0.001 -1.23 undef 0 BackB05
P07059 161.456 106.248 4.88e-14 7.40e-14 7.48e-14 0.0 -1.75 undef 19.50225273546449 BackB05
P06597 161.584 106.077 1.12e-13 7.21e-14 3.93e-14 -0.001 -0.94 undef 0 BackB05
P01431 161.544 105.573 9.18e-14 6.76e-14 3.16e-14 -0.0 0.60 undef 0 BackB05
P07037 161.41 105.863 4.10e-16 2.13e-16 1.25e-16 0.001 -1.07 undef 0 BackB05
P02795 161.514 106.466 9.74e-17 6.59e-17 3.75e-17 0.001 -2.30 undef 0 BackB05
P00193 161.397 106.763 5.62e-14 3.32e-14 1.47e-14 0.002 -2.35 undef 0 BackB05
P07514 161.417 106.894 1.74e-16 1.14e-16 5.95e-17 -0.001 -2.35 undef 0 BackB05
P01156 161.551 106.341 3.01e-16 1.55e-16 8.71e-17 -0.001 -2.09 undef 0 BackB05
P02829 161.543 105.987 1.73e-15 6.69e-16 3.67e-16 0.001 -0.97 undef 0 BackB05
P04083 161.661 106.369 5.14e-15 2.75e-15 1.04e-15 -0.0 -2.12 undef 0 BackB05
P09189 161.563 105.363 3.55e-15 1.60e-15 7.32e-16 -0.001 0.14 undef 0 BackB05
P01093 161.695 105.478 1.14e-13 7.78e-14 4.60e-14 -0.0 -0.12 undef 0 BackB05
P08133 161.682 106.136 2.07e-14 4.11e-14 4.94e-14 0.0 -1.68 undef 0 BackB05
P06094 161.821 105.438 5.83e-17 4.31e-17 2.24e-17 0.0 -0.33 undef 0 BackB05
P01896 161.886 106.011 4.35e-17 3.09e-17 1.73e-17 0.001 -1.81 undef 0 BackB05
P05858 161.791 105.933 3.44e-16 2.25e-16 1.05e-16 -0.0 -1.49 undef 0 BackB05
P01352 161.72 106.155 1.65e-17 1.37e-17 8.78e-18 0.001 -1.82 undef 50.92436974789916 BackB05
P01107 161.813 107.687 1.76e-15 1.04e-15 5.00e-16 0.0 -2.69 undef 0 BackB05
P07624 161.722 106.481 6.76e-14 3.44e-14 1.51e-14 0.002 -2.50 undef 0 BackB05
P06089 161.87 106.156 3.57e-16 2.37e-16 1.20e-16 -0.001 -2.30 undef 0 BackB05
P04837 161.894 106.884 4.59e-17 3.67e-17 2.42e-17 -0.0 -2.80 undef 0 BackB05
P08588 161.92 106.326 1.08e-13 9.37e-14 5.08e-14 0.001 -1.97 undef 0 BackB05
P00366 161.995 105.902 6.26e-17 4.66e-17 2.77e-17 0.001 -1.34 undef 0 BackB05
P00176 162.003 106.554 1.52e-17 1.30e-17 7.22e-18 -0.0 -2.63 undef 49.48285247686445 BackB05
P07412 162.057 106.325 7.69e-16 4.26e-16 1.80e-16 0.002 -2.33 undef 0 BackB05
P04402 162.338 106.82 4.64e-17 2.80e-17 2.17e-17 0.001 -2.95 undef 0 BackB05
P00572 162.622 105.197 1.55e-16 1.11e-16 6.03e-17 -0.0 -0.93 undef 0 BackB05
P01505 162.713 107.305 3.43e-15 1.87e-15 8.22e-16 0.002 -2.99 undef 0 BackB05
P10308 168.603 47.548 7.84e-14 5.42e-14 2.80e-14 0.014 -0.97 71 0 BackC01
P07189 165.056 60.86 7.35e-13 3.54e-13 1.74e-13 0.005 -2.53 undef 0 BackC02
P02486 166.301 66.776 1.31e-12 8.19e-13 4.33e-13 0.002 -1.74 undef 0 BackC02
P08813 166.405 64.306 5.44e-14 2.68e-14 1.19e-14 0.003 -2.18 undef 0 BackC02
P10044 168.009 66.803 1.03e-15 7.78e-16 4.28e-16 0.002 -2.15 undef 0 BackC02
P04222 172.879 111.975 1.11e-17 1.66e-17 1.75e-17 0.002 0.48 undef 0 BackC05
P01539 177.079 116.712 1.28e-13 5.44e-14 2.88e-14 0.002 0.95 undef 0 BackC05
P03218 177.353 118.901 2.80e-12 1.38e-12 5.36e-13 0.005 1.34 undef 0 BackC05
P05946 169.199 132.49 2.49e-13 1.48e-13 5.84e-14 0.006 2.45 167 0 BackC06
P06186 174.674 125.608 3.43e-15 2.24e-15 1.49e-15 0.008 1.43 125 0 BackC06
P09241 175.299 122.099 7.25e-12 7.42e-12 5.29e-12 0.005 1.61 undef 0 BackC06
P05657 176.053 121.212 1.05e-17 1.31e-17 1.61e-17 0.005 1.67 undef 0 BackC06
P03862 176.411 122.809 1.37e-14 8.83e-15 4.62e-15 0.004 1.54 undef 0 BackC06
P02254 177.928 125.21 2.32e-16 2.29e-16 2.07e-16 0.004 0.98 undef 0 BackC06
P08552 178.523 125.531 1.43e-14 9.83e-15 5.47e-15 0.005 0.81 undef 0 BackC06
P05744 179.633 122.74 1.21e-15 1.16e-15 8.04e-16 0.005 1.22 undef 50.360110803324105 BackC06
P02675 181.443 50.62 2.61e-12 1.35e-12 5.85e-13 0.013 -1.22 77 0 BackD01
P08024 186.394 56.07 1.94e-14 1.43e-14 9.18e-15 0.014 -1.35 71 0 BackD01
P06577 186.931 45.496 2.60e-15 2.89e-15 2.30e-15 0.015 -0.75 67 0 BackD01
P02101 184.025 77.961 5.33e-16 5.18e-16 5.68e-16 0.01 -1.29 100 0 BackD03
P02248 187.391 89.657 6.70e-16 6.41e-16 4.79e-16 0.004 1.63 undef 50.027517886626306 BackD03
P08869 188.81 83.046 8.69e-17 5.25e-17 2.85e-17 0.01 -1.39 100 0 BackD03
P06621 181.386 118.912 5.53e-14 3.12e-14 1.47e-14 0.004 0.74 undef 0 BackD05
P03288 181.855 117.649 4.77e-14 2.71e-14 1.33e-14 0.005 0.23 undef 0 BackD05
P00126 182.705 118.877 2.58e-12 1.27e-12 5.15e-13 0.004 0.48 undef 0 BackD05
P00903 182.892 117.287 1.09e-14 6.01e-15 3.40e-15 0.005 -0.03 undef 0 BackD05
P03677 183.252 116.557 4.95e-17 5.68e-17 4.71e-17 0.004 -0.20 undef 0 BackD05
P02478 183.65 115.238 4.18e-12 4.03e-12 2.99e-12 0.004 -0.46 undef 0 BackD05
P01892 184.586 119.609 1.30e-16 1.45e-16 1.14e-16 0.004 0.06 undef 0 BackD05
P00031 185.111 119.05 7.17e-17 8.04e-17 8.29e-17 0.004 -0.32 undef 0 BackD05
P09292 185.545 118.822 1.55e-12 2.99e-12 4.14e-12 0.005 -0.25 undef 0 BackD05
P02790 187.414 119.59 3.00e-15 2.20e-15 1.23e-15 0.005 -1.11 undef 0 BackD05
P09677 187.624 119.774 4.43e-15 2.94e-15 1.81e-15 0.005 -1.17 undef 0 BackD05
P08682 189.394 119.959 1.99e-13 9.18e-14 4.28e-14 0.004 -1.80 undef 0 BackD05
P05023 190.755 119.299 4.82e-16 4.30e-16 3.08e-16 0.005 -2.00 undef 49.16170903190913 BackD05
P02565 191.516 119.133 1.73e-13 8.95e-14 4.41e-14 0.002 -2.33 undef 0 BackD05
P00421 193.919 119.861 7.67e-15 5.47e-15 2.86e-15 0.003 -3.17 undef 0 BackD05
P00311 181.964 122.397 1.03e-14 4.71e-15 2.83e-15 0.004 0.87 undef 0 BackD06
P04197 182.114 121.694 1.40e-12 3.39e-12 4.10e-12 0.007 0.94 143 0 BackD06
P09739 182.655 122.362 4.52e-16 4.04e-16 2.80e-16 0.005 0.80 undef 0 BackD06
P01509 182.794 126.556 4.91e-13 2.84e-13 1.15e-13 0.006 -0.09 167 0 BackD06
P03118 183.772 126.408 1.29e-15 1.15e-15 6.78e-16 0.003 -0.16 undef 49.80821917808219 BackD06
P01140 183.956 123.075 1.88e-13 9.93e-14 4.88e-14 0.006 0.08 167 0 BackD06
P04212 184.097 122.157 3.80e-14 2.42e-14 1.11e-14 0.006 0.65 167 0 BackD06
P02316 184.11 123.754 7.08e-16 5.26e-16 3.92e-16 0.005 -0.12 undef 48.949919224555735 BackD06
P00966 184.957 121.28 2.28e-16 2.39e-16 2.08e-16 0.003 0.37 undef 0 BackD06
P00114 185.508 122.416 2.15e-17 3.06e-17 3.51e-17 0.005 -0.11 undef 0 BackD06
P06408 185.938 120.294 2.73e-17 4.78e-17 4.23e-17 0.004 -0.37 undef 0 BackD06
P02467 186.05 124.989 1.78e-16 2.15e-16 1.68e-16 0.006 -0.66 167 0 BackD06
P04709 186.356 121.728 5.07e-15 2.69e-15 1.62e-15 0.003 -0.39 undef 0 BackD06
P05300 186.551 121.503 3.86e-15 2.29e-15 1.35e-15 0.002 -0.25 undef 0 BackD06
P00799 186.618 121.137 1.79e-15 1.46e-15 8.36e-16 0.005 -0.48 undef 0 BackD06
P04978 186.792 122.563 1.06e-17 1.62e-17 2.54e-17 0.003 -0.78 undef 0 BackD06
P05457 187.011 121.636 4.17e-16 3.72e-16 2.58e-16 0.004 -0.89 undef 0 BackD06
P01656 187.026 121.682 1.75e-13 8.67e-14 4.15e-14 0.004 -0.76 undef 0 BackD06
P07319 186.977 122.374 7.11e-16 5.88e-16 4.01e-16 0.006 -0.88 167 49.05558553696708 BackD06
P08371 187.066 121.675 4.89e-12 2.58e-12 1.33e-12 0.004 -0.98 undef 0 BackD06
P02878 187.213 120.442 6.59e-16 5.94e-16 4.66e-16 0.004 -0.79 undef 49.16170903190913 BackD06
P00899 187.082 121.803 1.23e-15 9.23e-16 6.55e-16 0.005 -1.20 undef 50.13789299503585 BackD06
P02786 187.3 121.333 7.61e-16 7.03e-16 4.96e-16 0.006 -1.15 167 50.24875621890547 BackD06
P08519 187.244 128.607 1.62e-13 7.27e-14 2.67e-14 0.004 1.56 undef 0 BackD06
P06081 187.225 121.965 1.91e-14 1.08e-14 5.90e-15 0.006 -1.06 167 0 BackD06
P03110 187.16 124.044 2.11e-14 1.14e-14 6.71e-15 0.005 -0.99 undef 0 BackD06
P01995 187.499 121.482 7.58e-14 4.14e-14 1.61e-14 0.008 -1.22 125 0 BackD06
P03906 187.494 120.169 3.28e-17 4.44e-17 4.88e-17 0.004 -1.21 undef 0 BackD06
P05876 187.721 121.39 1.61e-14 9.60e-15 5.93e-15 0.006 -1.53 167 0 BackD06
P08013 187.942 120.836 7.01e-16 7.17e-16 4.54e-16 0.003 -1.67 undef 49.05558553696708 BackD06
P02364 187.908 121.497 2.84e-15 1.85e-15 1.30e-15 0.004 -1.83 undef 0 BackD06
P08748 188.441 121.71 1.78e-16 9.20e-17 4.07e-17 0.005 -2.03 undef 0 BackD06
P06607 188.476 121.148 2.91e-14 1.49e-14 6.73e-15 0.004 -1.82 undef 0 BackD06
P00460 188.614 120.851 1.56e-13 6.77e-14 3.35e-14 0.003 -2.14 undef 0 BackD06
P01346 188.838 122.414 1.93e-15 2.01e-15 9.88e-16 0.003 -1.92 undef 0 BackD06
P02810 188.939 120.68 2.56e-14 1.52e-14 7.74e-15 0.006 -2.14 167 0 BackD06
P03783 189.161 123.817 3.61e-14 1.85e-14 1.06e-14 0.004 -1.78 undef 0 BackD06
P04696 189.083 122.499 7.53e-12 5.01e-12 2.85e-12 0.005 -2.09 undef 0 BackD06
P08301 189.223 123.091 2.16e-13 1.06e-13 5.39e-14 0.004 -2.15 undef 0 BackD06
P06107 189.953 120.84 1.16e-15 9.14e-16 5.61e-16 0.004 -2.37 undef 50.13789299503585 BackD06
P05897 190.121 123.031 2.60e-14 1.37e-14 7.10e-15 0.004 -2.44 undef 0 BackD06
P09749 190.694 125.729 4.66e-14 2.43e-14 1.33e-14 0.005 -1.92 undef 0 BackD06
P00223 190.924 122.297 1.12e-17 1.75e-17 2.25e-17 0.004 -2.73 undef 0 BackD06
P07107 190.876 123.931 8.96e-15 4.59e-15 2.90e-15 0.004 -2.39 undef 0 BackD06
P05628 191.17 124.456 5.60e-15 3.43e-15 1.76e-15 0.006 -2.36 167 0 BackD06
P07341 191.604 123.588 1.45e-15 1.24e-15 8.31e-16 0.006 -2.57 167 51.38496325607689 BackD06
P01726 192.049 121.494 1.54e-17 2.20e-17 2.65e-17 0.003 -2.77 undef 0 BackD06
P02366 192.228 126.073 1.90e-15 1.58e-15 9.61e-16 0.005 -2.22 undef 50.471960022209885 BackD06
P09525 192.622 125.197 1.54e-13 7.90e-14 3.49e-14 0.004 -2.45 undef 0 BackD06
P01598 193.508 120.148 1.03e-15 8.71e-16 5.84e-16 0.004 -2.81 undef 51.03874227961819 BackD06
P00161 193.807 134.04 3.50e-12 2.38e-12 1.64e-12 0.003 1.33 undef 0 BackD06
P04282 194.027 123.279 1.84e-16 2.02e-16 1.81e-16 0.006 -3.16 167 0 BackD06
P10174 194.123 132.273 5.03e-15 3.27e-15 1.93e-15 0.003 1.16 undef 0 BackD06
P10135 194.376 120.971 2.58e-15 2.10e-15 1.51e-15 0.005 -2.87 undef 0 BackD06
P02095 194.81 132.714 1.47e-16 1.53e-16 1.30e-16 0.004 1.03 undef 0 BackD06
P09352 203.256 69.758 2.34e-13 1.26e-13 6.90e-14 0.011 -1.77 91 0 BackE02
P01836 205.074 63.02 1.90e-11 9.77e-12 4.70e-12 0.011 -1.75 91 0 BackE02
P03952 196.381 86.966 2.33e-13 1.05e-13 5.93e-14 0.007 1.90 143 0 BackE03
P10296 200.566 89.103 4.17e-16 4.02e-16 3.25e-16 0.004 1.65 undef 0 BackE03
P08737 207.29 89.514 5.78e-14 2.97e-14 1.62e-14 0.008 0.86 125 0 BackE03
P08946 204.817 90.081 4.15e-14 2.48e-14 9.58e-15 0.006 0.01 167 0 BackE04
P10147 207.399 92.15 1.62e-15 1.28e-15 8.12e-16 0.006 1.16 167 51.15362971299943 BackE04
P02418 196.87 119.9 6.53e-15 3.16e-15 2.35e-15 0.004 -3.11 undef 0 BackE05
P00113 200.413 119.742 7.76e-14 4.35e-14 2.13e-14 0.004 -3.54 undef 0 BackE05
P00588 202.691 118.448 2.45e-14 1.28e-14 6.27e-15 0.003 -3.31 undef 0 BackE05
P02303 204.876 118.824 2.09e-14 1.45e-14 6.32e-15 0.006 1.14 167 0 BackE05
P02788 206.22 119.511 2.48e-12 1.21e-12 5.81e-13 0.004 -3.54 undef 0 BackE05
P01682 195.275 123.176 3.77e-14 2.43e-14 1.04e-14 0.004 -3.25 undef 0 BackE06
P03091 195.537 123.575 5.75e-15 4.25e-15 2.51e-15 0.006 -3.27 167 0 BackE06
P09756 195.463 131.699 3.18e-16 2.56e-16 2.04e-16 0.002 0.70 undef 49.59083469721767 BackE06
P08633 196.302 133.872 1.02e-15 6.42e-16 4.98e-16 0.004 0.87 undef 49.9176276771005 BackE06
P04739 196.302 121.473 1.27e-13 8.35e-14 2.80e-14 0.006 -3.36 167 0 BackE06
P05362 196.796 123.626 6.70e-15 4.84e-15 2.75e-15 0.005 -3.41 undef 0 BackE06
P02288 197.078 120.536 2.05e-14 9.86e-15 5.37e-15 0.004 -3.29 undef 0 BackE06
P05108 199.847 131.536 5.59e-14 3.07e-14 1.62e-14 0.004 -0.08 undef 0 BackE06
P05975 200.394 128.503 1.88e-13 1.00e-13 3.59e-14 0.005 -3.27 undef 0 BackE06
P07578 201.75 123.004 3.55e-15 2.75e-15 1.31e-15 0.005 -3.74 undef 0 BackE06
P10348 201.87 125.356 7.09e-14 3.78e-14 1.97e-14 0.005 -3.76 undef 0 BackE06
P08707 202.109 133.669 1.20e-17 1.95e-17 2.25e-17 0.003 -0.48 undef 0 BackE06
P10357 206.208 127.095 2.65e-14 1.28e-14 9.12e-15 0.006 -3.86 167 0 BackE06
P02999 209.137 124.261 3.00e-13 1.27e-13 6.42e-14 0.006 1.89 167 0 BackE06
P01813 209.393 131.728 5.63e-17 6.76e-17 8.31e-17 0.004 -3.64 undef 0 BackE06
P08111 214.625 49.375 1.81e-14 1.24e-14 7.68e-15 0.007 -1.36 143 0 BackF01
P10436 218.926 46.574 1.39e-15 9.88e-16 5.51e-16 0.002 0.20 undef 0 BackF01
P08893 211.837 89.11 6.47e-15 4.60e-15 2.87e-15 0.007 0.18 143 0 BackF03
P04316 221.235 89.495 1.26e-13 7.45e-14 2.75e-14 0.005 -0.81 undef 0 BackF03
P09943 210.082 92.119 1.18e-15 1.03e-15 7.12e-16 0.007 0.33 143 49.26829268292683 BackF04
P09632 211.076 93.546 2.60e-14 1.80e-14 8.23e-15 0.006 -0.17 167 0 BackF04
P09419 213.326 92.277 4.59e-16 4.31e-16 4.34e-16 0.01 -0.51 100 0 BackF04
P01637 213.776 91.747 6.88e-15 4.00e-15 2.67e-15 0.005 0.29 undef 0 BackF04
P05574 214.2 93.655 5.77e-12 4.22e-12 2.35e-12 0.004 -0.20 undef 0 BackF04
P03576 215.361 93.286 5.51e-15 3.77e-15 2.34e-15 0.005 0.36 undef 0 BackF04
P06943 216.214 95.404 2.51e-14 1.66e-14 8.35e-15 0.007 0.45 143 0 BackF04
P06213 216.301 95.298 3.33e-13 1.90e-13 7.49e-14 0.006 -0.84 167 0 BackF04
P00827 216.156 92.426 4.07e-13 2.20e-13 8.12e-14 0.006 0.46 167 0 BackF04
P06128 216.435 93.673 4.26e-17 2.11e-17 9.50e-18 0.005 0.46 undef 0 BackF04
P07502 216.911 96.881 3.66e-16 3.14e-16 2.66e-16 0.004 0.36 undef 0 BackF04
P04108 217.296 96.957 2.84e-17 4.13e-17 4.38e-17 0.007 -0.04 143 0 BackF04
P04371 217.189 92.592 3.33e-12 1.91e-12 8.60e-13 0.006 0.30 167 0 BackF04
P06137 217.312 93.415 5.46e-13 3.10e-13 1.21e-13 0.006 -0.16 167 0 BackF04
P06989 217.812 92.867 5.63e-14 2.88e-14 1.59e-14 0.005 0.21 undef 0 BackF04
P03658 218.211 93.945 1.49e-13 6.97e-14 3.24e-14 0.007 0.15 143 0 BackF04
P01851 218.111 93.311 8.22e-16 6.93e-16 4.97e-16 0.004 0.07 undef 48.531767218366255 BackF04
P01080 218.492 95.917 8.20e-17 4.44e-17 1.91e-17 0.006 0.05 167 0 BackF04
P08536 218.45 95.522 4.25e-12 1.88e-12 9.47e-13 0.004 -0.91 undef 0 BackF04
P08793 218.429 96.429 2.06e-14 1.11e-14 7.18e-15 0.006 -0.02 167 0 BackF04
P00354 218.648 96.703 4.23e-17 5.32e-17 5.69e-17 0.007 -0.02 143 0 BackF04
P03829 218.771 94.951 3.58e-13 1.74e-13 7.42e-14 0.005 -0.89 undef 0 BackF04
P01812 218.878 94.942 1.70e-13 8.77e-14 3.90e-14 0.005 -0.95 undef 0 BackF04
P05277 219.273 93.902 2.62e-13 1.24e-13 6.53e-14 0.007 -1.00 143 0 BackF04
P04333 219.419 95.62 9.65e-17 1.27e-16 1.38e-16 0.006 -0.55 167 0 BackF04
P08400 219.859 93.792 4.25e-13 1.97e-13 1.03e-13 0.006 -0.68 167 0 BackF04
P05142 219.759 92.122 7.71e-16 7.36e-16 5.35e-16 0.006 -0.38 167 48.949919224555735 BackF04
P07459 219.853 95.474 9.54e-12 5.84e-12 3.39e-12 0.004 -1.17 undef 0 BackF04
P00257 220.119 95.126 3.00e-15 2.76e-15 1.61e-15 0.005 -0.48 undef 0 BackF04
P01721 220.315 94.879 1.29e-15 1.07e-15 8.28e-16 0.005 -0.55 undef 49.59083469721767 BackF04
P00124 220.301 95.406 1.13e-14 7.83e-15 4.36e-15 0.007 -0.93 143 0 BackF04
P04944 220.694 96.972 2.14e-16 2.43e-16 1.84e-16 0.007 -1.79 143 0 BackF04
P08667 220.501 93.088 1.20e-14 7.40e-15 3.60e-15 0.005 -1.03 undef 0 BackF04
P06844 220.78 98.239 6.10e-16 5.50e-16 3.89e-16 0.003 -1.58 undef 49.48285247686445 BackF04
P08700 220.949 94.659 2.79e-13 1.42e-13 6.12e-14 0.005 -1.02 undef 0 BackF04
P09518 220.955 95.829 1.14e-14 7.32e-15 4.68e-15 0.006 -1.79 167 0 BackF04
P03843 221.007 95.198 3.07e-14 2.10e-14 9.15e-15 0.005 -1.41 undef 0 BackF04
P03870 221.335 95.041 3.79e-16 4.49e-16 3.28e-16 0.005 -1.62 undef 0 BackF04
P07531 221.374 93.212 2.87e-14 1.82e-14 8.88e-15 0.006 -1.37 167 0 BackF04
P07275 221.394 98.041 7.37e-15 4.89e-15 3.23e-15 0.006 -2.07 167 0 BackF04
P01101 221.516 95.523 2.06e-12 3.44e-12 4.68e-12 0.005 -1.94 undef 0 BackF04
P09491 221.543 91.897 4.93e-17 7.24e-17 7.93e-17 0.006 -1.76 167 0 BackF04
P01100 221.561 95.422 7.73e-13 4.12e-13 1.76e-13 0.008 -2.22 125 0 BackF04
P08345 221.733 97.326 4.26e-12 2.27e-12 9.67e-13 0.004 -2.30 undef 0 BackF04
P02936 221.731 96.478 4.25e-15 3.08e-15 1.75e-15 0.006 -2.30 167 0 BackF04
P06836 221.707 94.849 1.41e-13 7.55e-14 3.59e-14 0.004 -2.13 undef 0 BackF04
P09488 221.901 95.549 2.64e-13 1.17e-13 5.95e-14 0.005 -1.69 undef 0 BackF04
P07868 221.92 95.006 4.26e-16 4.38e-16 3.49e-16 0.004 -2.16 undef 0 BackF04
P01701 221.802 95.998 1.04e-16 1.06e-16 1.16e-16 0.006 -2.01 167 0 BackF04
P03211 221.916 95.265 2.64e-13 1.19e-13 6.40e-14 0.005 -1.89 undef 0 BackF04
P03998 222.064 96.982 1.91e-15 1.35e-15 9.69e-16 0.005 -2.53 undef 50.027517886626306 BackF04
P04047 222.071 94.749 5.49e-16 6.02e-16 4.17e-16 0.006 -2.11 167 0 BackF04
P02873 222.05 93.813 7.45e-17 9.68e-17 9.46e-17 0.003 -2.16 undef 0 BackF04
P03500 222.038 96.386 2.52e-13 1.52e-13 5.65e-14 0.006 -2.37 167 0 BackF04
P04007 222.014 94.923 2.10e-14 1.36e-14 7.89e-15 0.007 -1.92 143 0 BackF04
P00186 222.216 95.888 1.13e-14 7.52e-15 3.99e-15 0.005 -2.38 undef 0 BackF04
P05095 222.28 96.062 7.60e-15 4.93e-15 2.89e-15 0.006 -2.49 167 0 BackF04
P01082 222.151 95.361 3.97e-12 1.93e-12 9.14e-13 0.006 -2.39 167 0 BackF04
P04901 222.358 95.524 4.37e-16 5.06e-16 3.89e-16 0.005 -2.49 undef 0 BackF04
P00984 222.277 96.222 7.27e-16 7.51e-16 4.57e-16 0.006 -2.94 167 48.635634028892454 BackF04
P02884 222.084 92.633 4.11e-12 2.01e-12 9.39e-13 0.005 -1.99 undef 0 BackF04
P05245 222.425 96.499 2.39e-17 1.01e-17 4.25e-18 0.006 -2.65 167 0 BackF04
P02949 222.359 95.599 3.39e-15 2.38e-15 1.63e-15 0.005 -3.00 undef 0 BackF04
P02538 222.489 96.504 3.94e-13 2.15e-13 8.39e-14 0.004 -2.86 undef 0 BackF04
P07898 222.651 95.521 6.18e-14 3.33e-14 1.49e-14 0.003 -2.76 undef 0 BackF04
P09516 222.582 95.608 2.22e-16 2.48e-16 2.01e-16 0.006 -2.83 167 0 BackF04
P05705 222.554 95.846 3.19e-13 2.06e-13 6.84e-14 0.007 -3.05 143 0 BackF04
P07629 222.872 95.918 1.20e-13 5.51e-14 2.53e-14 0.007 -3.20 143 0 BackF04
P06436 222.895 96.981 4.98e-12 2.94e-12 1.47e-12 0.004 -3.47 undef 0 BackF04
P03969 222.969 95.559 3.46e-17 5.78e-17 5.51e-17 0.005 -3.52 undef 0 BackF04
P06500 222.828 93.495 1.70e-17 2.77e-17 3.39e-17 0.006 -3.04 167 0 BackF04
P10036 223.083 95.553 9.05e-12 8.40e-12 6.03e-12 0.007 -3.69 143 0 BackF04
P08034 223.165 97.078 2.87e-12 4.65e-12 5.25e-12 0.004 -3.14 undef 19.89494418910046 BackF04
P01217 223.2 95.623 3.01e-17 4.39e-17 4.67e-17 0.006 -3.08 167 0 BackF04
P02018 223.173 96.212 1.26e-14 8.37e-15 4.37e-15 0.005 -3.77 undef 0 BackF04
P03645 223.205 95.765 1.35e-14 8.50e-15 4.89e-15 0.005 -3.84 undef 0 BackF04
P04016 223.363 93.778 4.70e-13 2.38e-13 1.01e-13 0.006 -3.74 167 0 BackF04
P02349 223.501 98.169 9.18e-12 7.81e-12 5.76e-12 0.006 -3.67 167 0 BackF04
P05395 223.453 90.717 9.75e-16 8.98e-16 7.05e-16 0.005 -3.65 undef 50.13789299503585 BackF04
P05204 223.554 93.12 5.01e-13 2.52e-13 1.17e-13 0.005 -3.42 undef 0 BackF04
P04330 223.763 95.564 1.36e-14 9.30e-15 4.84e-15 0.004 -3.20 undef 0 BackF04
P02744 223.908 96.19 1.34e-15 1.06e-15 7.73e-16 0.007 -3.08 143 48.84470714669533 BackF04
P08881 223.699 92.143 3.93e-17 6.20e-17 6.22e-17 0.005 -3.89 undef 0 BackF04
P02241 223.809 95.095 9.25e-12 9.23e-12 7.59e-12 0.006 -3.46 167 18.249347520578194 BackF04
P02289 223.976 100.977 4.01e-17 5.52e-17 5.46e-17 0.005 -4.40 undef 0 BackF04
P01967 224.087 94.977 5.45e-15 3.92e-15 2.65e-15 0.007 -3.42 143 0 BackF04
P04004 223.921 94.354 1.30e-13 6.34e-14 3.41e-14 0.007 -2.79 143 0 BackF04
P01073 224.369 97.296 1.15e-14 6.12e-15 3.39e-15 0.005 -4.03 undef 0 BackF04
